user_id,duration_minutes,open_type
1,10.732566666666667,auto
1,138.09956666666668,manual
1,18.935216666666665,manual
1,0.012466666666666666,manual
1,120.45313333333333,manual
1,0.21923333333333334,manual
1,27.48196666666667,manual
1,124.95473333333334,manual
1,40.067233333333334,manual
2,0.9770666666666666,auto
2,5.217016666666667,manual
2,0.0111,manual
2,0.017133333333333334,manual
2,0.044616666666666666,manual
2,0.0285,manual
2,0.017983333333333334,manual
3,23.660666666666668,auto
3,71.75081666666667,auto
3,184.56998333333334,auto
3,577.76075,auto
3,0.2927666666666667,auto
3,0.3727,auto
3,0.62335,auto
3,0.20093333333333332,auto
3,0.3844666666666667,auto
3,7.551716666666667,auto
3,1.8009166666666667,auto
3,1.2003833333333334,auto
3,2.3475166666666665,auto
3,8.29375,auto
3,5.024066666666666,auto
3,0.44116666666666665,auto
3,7.681533333333333,auto
3,9.779683333333333,auto
3,90.85428333333333,auto
4,0.6638666666666667,auto
4,106.86981666666667,auto
4,0.65995,auto
4,32.36755,auto
4,23.139683333333334,auto
4,4.6213,auto
4,10.546783333333334,auto
4,24.096916666666665,auto
4,0.22653333333333334,manual
5,102.61168333333333,auto
5,50.0692,manual
5,3.6357833333333334,auto
5,0.007683333333333334,auto
5,46.68208333333333,auto
5,15.563316666666667,auto
5,0.017416666666666667,manual
5,6.9102,auto
5,186.32393333333334,auto
5,21.615566666666666,auto
5,4.72985,auto
5,470.84633333333335,manual
5,2.467033333333333,manual
5,522.7363,auto
5,0.17081666666666667,auto
5,857.3579833333333,auto
6,0.55495,auto
6,32.56158333333333,auto
6,23.85345,auto
6,7.6987,auto
6,6.02885,auto
6,15.424533333333333,auto
6,24.987816666666667,auto
6,5.57635,auto
6,10.338633333333334,manual
6,0.7209833333333333,manual
6,1.7135,manual
6,21.17193333333333,auto
6,6.019083333333334,auto
6,9.421883333333334,auto
6,90.27911666666667,auto
6,7.834983333333334,manual
6,12.49135,auto
6,843.1647666666667,auto
6,4.678616666666667,auto
6,907.0184833333333,auto
6,2.03695,auto
6,0.18403333333333333,manual
6,8.746233333333333,manual
6,210.93391666666668,auto
7,0.09913333333333334,auto
7,1.3537666666666666,auto
7,0.10746666666666667,manual
7,22.879683333333332,auto
7,368.67245,auto
7,1.1099,auto
7,6.3744,auto
7,467.99,auto
7,480.47363333333334,auto
7,172.07885,auto
7,1254.1788666666666,auto
7,192.13415,auto
8,0.232,auto
8,0.67975,auto
8,0.4704833333333333,auto
8,0.7776833333333333,auto
8,3.2157833333333334,auto
8,3.5579833333333335,auto
8,958.1416333333333,auto
8,13.6294,auto
8,2.71895,auto
8,0.5410166666666667,auto
8,14.181066666666666,auto
8,0.3971,auto
8,0.7255666666666667,auto
8,159.93131666666667,auto
8,22.149916666666666,auto
8,0.06146666666666667,manual
8,1.67755,auto
8,16.663466666666668,auto
8,5.089783333333333,manual
8,0.008033333333333333,manual
8,6.7519,manual
8,7.773383333333333,manual
8,102.41491666666667,auto
8,0.0467,manual
8,0.031183333333333334,manual
8,0.019216666666666667,manual
9,8.266166666666667,auto
9,0.5739833333333333,manual
9,0.044116666666666665,manual
9,0.16058333333333333,manual
9,0.11438333333333334,manual
9,0.14245,manual
9,0.052533333333333335,manual
10,0.0784,auto
10,2.6242666666666667,auto
10,1.3333,auto
10,13.580466666666666,auto
10,0.6206,auto
10,10.859466666666666,auto
10,4.842116666666667,manual
10,4.319233333333333,auto
10,12.50915,auto
10,3.7158166666666665,auto
10,1392.411,auto
10,31.974033333333335,auto
10,1.9731666666666667,auto
10,11.370366666666667,auto
10,30.026666666666667,auto
10,1.04465,auto
10,1.8632666666666666,auto
10,1.74855,auto
10,18.60615,auto
10,13.026566666666668,auto
10,72.21606666666666,auto
10,12.108783333333333,auto
10,8.1849,auto
10,5.087583333333333,auto
10,18.16105,auto
10,16.308766666666667,auto
10,3.6202,auto
10,13.737833333333333,auto
10,6.050283333333334,manual
10,0.36085,manual
10,2.65235,auto
10,1.0011333333333334,auto
10,20.3245,auto
10,165.70655,auto
10,0.17218333333333333,manual
10,17.0123,auto
10,1.2131166666666666,auto
10,2.7612,auto
10,2.6271666666666667,auto
10,844.5517666666667,auto
10,2.6242,auto
10,4.124866666666667,auto
10,55.12625,auto
10,10.1986,auto
10,16.40288333333333,auto
10,1.8315666666666666,auto
10,0.07615,auto
10,3.57135,auto
10,0.5017833333333334,auto
10,4.525133333333334,auto
10,1.0405166666666668,auto
10,53.9388,auto
10,42.24035,auto
10,3.4924166666666667,auto
10,0.258,auto
10,0.46353333333333335,auto
10,0.8459666666666666,auto
10,0.8581833333333333,auto
10,2.2421,auto
10,2.193216666666667,auto
10,3.5896,auto
10,0.8490833333333333,auto
10,0.51535,auto
10,0.39735,auto
10,5.3231166666666665,auto
10,3.5151,auto
10,3.1117333333333335,auto
10,0.283,auto
10,0.37135,auto
10,0.55955,auto
10,5.2164166666666665,auto
10,3.6095333333333333,auto
10,2.89495,auto
10,8.464416666666667,auto
10,47.513666666666666,auto
10,0.7871833333333333,auto
10,0.76275,auto
10,0.34458333333333335,auto
10,22.116766666666667,auto
11,8.4561,auto
11,1051.5003333333334,auto
11,0.3873666666666667,auto
11,13.67725,auto
11,46.88803333333333,manual
11,0.04115,manual
12,0.1033,manual
12,0.2998166666666667,manual
12,0.010533333333333334,manual
12,0.012433333333333333,manual
12,8.47035,manual
12,0.23248333333333332,auto
12,11.508083333333333,manual
12,0.28705,manual
12,0.017966666666666666,manual
12,0.12025,manual
12,0.10665,auto
12,0.00615,manual
12,0.35688333333333333,auto
12,33.58048333333333,auto
12,5.454766666666667,auto
12,28.053,auto
12,90.39723333333333,auto
12,0.19055,auto
12,0.017083333333333332,manual
12,24.749766666666666,auto
12,4.48775,auto
12,41.16538333333333,auto
12,0.7758333333333334,auto
12,6.167566666666667,auto
12,1.6126333333333334,auto
12,5.4302,auto
12,0.8314166666666667,auto
12,51.964816666666664,auto
12,27.363533333333333,auto
12,158.28821666666667,manual
12,0.14521666666666666,auto
12,0.19475,auto
12,0.27535,auto
12,0.5563,manual
12,3.990283333333333,auto
12,1.2843333333333333,auto
12,26.63245,auto
